ID,fold
TRAIN_1271,1
TRAIN_1272,3
TRAIN_1273,0
TRAIN_1274,2
TRAIN_1275,2
TRAIN_1276,2
TRAIN_1277,3
TRAIN_1278,1
TRAIN_1279,2
TRAIN_1280,1
TRAIN_1281,4
TRAIN_1282,2
TRAIN_1283,3
TRAIN_1284,2
TRAIN_1285,2
TRAIN_1286,2
TRAIN_1287,4
TRAIN_1288,4
TRAIN_1289,1
TRAIN_1290,0
TRAIN_1291,4
TRAIN_1292,3
TRAIN_1293,2
TRAIN_1294,0
TRAIN_1295,0
TRAIN_1296,3
TRAIN_1297,0
TRAIN_1298,4
TRAIN_1299,0
TRAIN_1300,0
TRAIN_1301,3
TRAIN_1302,3
TRAIN_1303,3
TRAIN_1304,1
TRAIN_1305,4
TRAIN_1306,1
TRAIN_1307,0
TRAIN_1308,0
TRAIN_1309,0
TRAIN_1310,1
TRAIN_1311,4
TRAIN_1312,4
TRAIN_1313,2
TRAIN_1314,1
TRAIN_1315,2
TRAIN_1316,3
TRAIN_1317,0
TRAIN_1318,1
TRAIN_1319,3
TRAIN_1320,2
TRAIN_1321,1
TRAIN_1322,4
TRAIN_1323,3
TRAIN_1324,4
TRAIN_1325,1
TRAIN_1326,3
TRAIN_1327,2
TRAIN_1328,1
TRAIN_1329,1
TRAIN_1330,4
TRAIN_1331,3
TRAIN_1332,4
TRAIN_1333,1
TRAIN_1334,3
TRAIN_1335,1
TRAIN_1336,1
TRAIN_1337,0
TRAIN_1338,2
TRAIN_1339,0
TRAIN_1340,3
TRAIN_1341,3
TRAIN_1342,3
TRAIN_1343,0
TRAIN_1344,4
TRAIN_1345,4
TRAIN_1346,4
TRAIN_1347,4
TRAIN_1348,0
TRAIN_1349,1
TRAIN_1350,2
TRAIN_1351,4
TRAIN_1352,0
TRAIN_1353,3
TRAIN_1354,2
TRAIN_1355,3
TRAIN_1356,1
TRAIN_1357,4
TRAIN_1358,2
TRAIN_1359,0
TRAIN_1360,3
TRAIN_1361,4
TRAIN_1362,4
TRAIN_1363,0
TRAIN_1364,3
TRAIN_1365,1
TRAIN_1366,0
TRAIN_1367,0
TRAIN_1368,0
TRAIN_1369,1
TRAIN_1370,1
TRAIN_1371,4
TRAIN_1372,0
TRAIN_1373,3
TRAIN_1374,3
TRAIN_1375,0
TRAIN_1376,0
TRAIN_1377,4
TRAIN_1378,2
TRAIN_1379,4
TRAIN_1380,1
TRAIN_1381,2
TRAIN_1382,3
TRAIN_1383,3
TRAIN_1384,2
TRAIN_1385,4
TRAIN_1386,1
TRAIN_1387,0
TRAIN_1388,0
TRAIN_1389,4
TRAIN_1390,2
TRAIN_1391,4
TRAIN_1392,0
TRAIN_1393,3
TRAIN_1394,3
TRAIN_1395,4
TRAIN_1396,3
TRAIN_1397,0
TRAIN_1398,0
TRAIN_1399,0
TRAIN_1400,4
TRAIN_1401,2
TRAIN_1402,1
TRAIN_1403,2
TRAIN_1404,1
TRAIN_1405,2
TRAIN_1406,1
TRAIN_1407,4
TRAIN_1408,2
TRAIN_1409,3
TRAIN_1410,4
TRAIN_1411,3
TRAIN_1412,0
TRAIN_1413,3
TRAIN_1414,1
TRAIN_1415,4
TRAIN_1416,3
TRAIN_1417,4
TRAIN_1418,4
TRAIN_1419,0
TRAIN_1420,2
TRAIN_1421,4
TRAIN_1422,2
TRAIN_1423,2
TRAIN_1424,2
TRAIN_1425,2
TRAIN_1426,0
TRAIN_1427,3
TRAIN_1428,1
TRAIN_1429,0
TRAIN_1430,3
TRAIN_1431,2
TRAIN_1432,2
TRAIN_1433,4
TRAIN_1434,1
TRAIN_1435,4
TRAIN_1436,3
TRAIN_1437,0
TRAIN_1438,2
TRAIN_1439,3
TRAIN_1440,0
TRAIN_1441,2
TRAIN_1442,4
TRAIN_1443,1
TRAIN_1444,1
TRAIN_1445,1
TRAIN_1446,1
TRAIN_1447,3
TRAIN_1448,1
TRAIN_1449,3
TRAIN_1450,2
TRAIN_1451,3
TRAIN_1452,0
TRAIN_1453,4
TRAIN_1454,1
TRAIN_1455,1
TRAIN_1456,3
TRAIN_1457,4
TRAIN_1458,1
TRAIN_1459,4
TRAIN_1460,2
TRAIN_1461,3
TRAIN_1462,3
TRAIN_1463,0
TRAIN_1464,3
TRAIN_1465,4
TRAIN_1466,0
TRAIN_1467,3
TRAIN_1468,2
TRAIN_1469,3
TRAIN_1470,2
TRAIN_1471,4
TRAIN_1472,4
TRAIN_1473,3
TRAIN_1474,1
TRAIN_1475,2
TRAIN_1476,2
TRAIN_1477,1
TRAIN_1478,2
TRAIN_1479,3
TRAIN_1480,4
TRAIN_1481,3
TRAIN_1482,2
TRAIN_1483,0
TRAIN_1484,1
TRAIN_1485,4
TRAIN_1486,3
TRAIN_1487,0
TRAIN_1488,2
TRAIN_1489,2
TRAIN_1490,0
TRAIN_1491,4
TRAIN_1492,3
TRAIN_1493,1
TRAIN_1494,0
TRAIN_1495,4
TRAIN_1496,1
TRAIN_1497,0
TRAIN_1498,3
TRAIN_1499,3
TRAIN_1500,2
TRAIN_1501,1
TRAIN_1502,3
TRAIN_1503,1
TRAIN_1504,0
TRAIN_1505,2
TRAIN_1506,3
TRAIN_1507,0
TRAIN_1508,3
TRAIN_1509,3
TRAIN_1510,0
TRAIN_1511,0
TRAIN_1512,0
TRAIN_1513,1
TRAIN_1514,1
TRAIN_1515,0
TRAIN_1516,2
TRAIN_1517,4
TRAIN_1518,3
TRAIN_1519,1
TRAIN_1520,2
TRAIN_1521,2
TRAIN_1522,2
TRAIN_1523,1
TRAIN_1524,1
TRAIN_1525,0
TRAIN_1526,2
TRAIN_1527,0
TRAIN_1528,3
TRAIN_1529,2
TRAIN_1530,1
TRAIN_1531,2
TRAIN_1532,3
TRAIN_1533,0
TRAIN_1534,0
TRAIN_1535,3
TRAIN_1536,2
TRAIN_1537,3
TRAIN_1538,0
TRAIN_1539,0
TRAIN_1540,0
TRAIN_1541,3
TRAIN_1542,3
TRAIN_1543,1
TRAIN_1544,3
TRAIN_1545,2
TRAIN_1546,1
TRAIN_1547,2
TRAIN_1548,3
TRAIN_1549,2
TRAIN_1550,3
TRAIN_1551,4
TRAIN_1552,3
TRAIN_1553,3
TRAIN_1554,3
TRAIN_1555,1
TRAIN_1556,2
TRAIN_1557,3
TRAIN_1558,0
TRAIN_1559,2
TRAIN_1560,2
TRAIN_1561,3
TRAIN_1562,3
TRAIN_1563,4
TRAIN_1564,1
TRAIN_1565,0
TRAIN_1566,4
TRAIN_1567,4
TRAIN_1568,3
TRAIN_1569,4
TRAIN_1570,4
TRAIN_1571,0
TRAIN_1572,2
TRAIN_1573,0
TRAIN_1574,1
TRAIN_1575,4
TRAIN_1576,3
TRAIN_1577,4
TRAIN_1578,3
TRAIN_1579,4
TRAIN_1580,2
TRAIN_1581,0
TRAIN_1582,2
TRAIN_1583,2
TRAIN_1584,2
TRAIN_1585,1
TRAIN_1586,0
TRAIN_1587,4
TRAIN_1588,4
TRAIN_1589,1
TRAIN_1590,4
TRAIN_1591,3
TRAIN_1592,1
TRAIN_1593,3
TRAIN_1594,0
TRAIN_1595,2
TRAIN_1596,2
TRAIN_1597,1
TRAIN_1598,2
TRAIN_1599,0
TRAIN_1600,0
TRAIN_1601,2
TRAIN_1602,4
TRAIN_1603,3
TRAIN_1604,0
TRAIN_1605,3
TRAIN_1606,0
TRAIN_1607,2
TRAIN_1608,0
TRAIN_1609,2
TRAIN_1610,2
TRAIN_1611,0
TRAIN_1612,2
TRAIN_1613,4
TRAIN_1614,4
TRAIN_1615,4
TRAIN_1616,2
TRAIN_1617,1
TRAIN_1618,1
TRAIN_1619,1
TRAIN_1620,4
TRAIN_1621,2
TRAIN_1622,4
TRAIN_1623,4
TRAIN_1624,2
TRAIN_1625,1
TRAIN_1626,4
TRAIN_1627,0
TRAIN_1628,0
TRAIN_1629,3
TRAIN_1630,2
TRAIN_1631,0
TRAIN_1632,4
TRAIN_1633,3
TRAIN_1634,4
TRAIN_1635,1
TRAIN_1636,1
TRAIN_1637,0
TRAIN_1638,2
TRAIN_1639,3
TRAIN_1640,1
TRAIN_1641,0
TRAIN_1642,1
TRAIN_1643,4
TRAIN_1644,4
TRAIN_1645,1
TRAIN_1646,3
TRAIN_1647,0
TRAIN_1648,1
TRAIN_1649,1
TRAIN_1650,0
TRAIN_1651,4
TRAIN_1652,0
TRAIN_1653,4
TRAIN_1654,3
TRAIN_1655,4
TRAIN_1656,2
TRAIN_1657,2
TRAIN_1658,0
TRAIN_1659,2
TRAIN_1660,2
TRAIN_1661,1
TRAIN_1662,1
TRAIN_1663,3
TRAIN_1664,0
TRAIN_1665,0
TRAIN_1666,1
TRAIN_1667,4
TRAIN_1668,4
TRAIN_1669,2
TRAIN_1670,0
TRAIN_1671,1
TRAIN_1672,4
TRAIN_1673,0
TRAIN_1674,1
TRAIN_1675,2
TRAIN_1676,1
TRAIN_1677,4
TRAIN_1678,0
TRAIN_1679,1
TRAIN_1680,2
TRAIN_1681,2
TRAIN_1682,2
TRAIN_1683,3
TRAIN_1684,4
TRAIN_1685,4
TRAIN_1686,1
TRAIN_1687,0
TRAIN_1688,3
TRAIN_1689,0
TRAIN_1690,2
TRAIN_1691,0
TRAIN_1692,1
TRAIN_1693,4
TRAIN_1694,0
TRAIN_1695,4
TRAIN_1696,1
TRAIN_1697,3
TRAIN_1698,2
TRAIN_1699,3
TRAIN_1700,4
TRAIN_1701,1
TRAIN_1702,4
TRAIN_1703,0
TRAIN_1704,1
TRAIN_1705,4
TRAIN_1706,0
TRAIN_1707,1
TRAIN_1708,3
TRAIN_1709,4
TRAIN_1710,3
TRAIN_1711,3
TRAIN_1712,2
TRAIN_1713,1
TRAIN_1714,3
TRAIN_1715,4
TRAIN_1716,4
TRAIN_1717,3
TRAIN_1718,2
TRAIN_1719,4
TRAIN_1720,3
TRAIN_1721,1
TRAIN_1722,3
TRAIN_1723,0
TRAIN_1724,1
TRAIN_1725,1
TRAIN_1726,2
TRAIN_1727,0
TRAIN_1728,2
TRAIN_1729,1
TRAIN_1730,3
TRAIN_1731,3
TRAIN_1732,0
TRAIN_1733,4
TRAIN_1734,3
TRAIN_1735,4
TRAIN_1736,2
TRAIN_1737,2
TRAIN_1738,3
TRAIN_1739,2
TRAIN_1740,0
TRAIN_1741,2
TRAIN_1742,2
TRAIN_1743,4
TRAIN_1744,4
TRAIN_1745,1
TRAIN_1746,0
TRAIN_1747,0
TRAIN_1748,1
TRAIN_1749,2
TRAIN_1750,2
TRAIN_1751,0
TRAIN_1752,1
TRAIN_1753,0
TRAIN_1754,1
TRAIN_1755,2
TRAIN_1756,3
TRAIN_1757,3
TRAIN_1758,2
TRAIN_1759,3
TRAIN_1760,4
TRAIN_1761,1
TRAIN_1762,0
TRAIN_1763,0
TRAIN_1764,4
TRAIN_1765,0
TRAIN_1766,3
TRAIN_1767,0
TRAIN_1768,1
TRAIN_1769,0
TRAIN_1770,1
TRAIN_1771,4
TRAIN_1772,1
TRAIN_1773,2
TRAIN_1774,3
TRAIN_1775,3
TRAIN_1776,4
TRAIN_1777,0
TRAIN_1778,1
TRAIN_1779,4
TRAIN_1780,3
TRAIN_1781,1
TRAIN_1782,4
TRAIN_1783,2
TRAIN_1784,3
TRAIN_1785,0
TRAIN_1786,0
TRAIN_1787,3
TRAIN_1788,0
TRAIN_1789,2
TRAIN_1790,1
TRAIN_1791,4
TRAIN_1792,2
TRAIN_1793,3
TRAIN_1794,4
TRAIN_1795,4
TRAIN_1796,2
TRAIN_1797,1
TRAIN_1798,3
TRAIN_1799,1
TRAIN_1800,3
TRAIN_1801,3
TRAIN_1802,3
TRAIN_1803,2
TRAIN_1804,0
TRAIN_1805,3
TRAIN_1806,0
TRAIN_1807,2
TRAIN_1808,4
TRAIN_1809,0
TRAIN_1810,0
TRAIN_1811,3
TRAIN_1812,0
TRAIN_1813,4
TRAIN_1814,0
TRAIN_1815,0
TRAIN_1816,3
TRAIN_1817,3
TRAIN_1818,1
TRAIN_1819,3
TRAIN_1820,1
TRAIN_1821,1
TRAIN_1822,0
TRAIN_1823,4
TRAIN_1824,0
TRAIN_1825,3
TRAIN_1826,0
TRAIN_1827,0
TRAIN_1828,0
TRAIN_1829,1
TRAIN_1830,2
TRAIN_1831,3
TRAIN_1832,3
TRAIN_1833,4
TRAIN_1834,0
TRAIN_1835,1
TRAIN_1836,2
TRAIN_1837,4
TRAIN_1838,0
TRAIN_1839,3
TRAIN_1840,1
TRAIN_1841,0
TRAIN_1842,2
TRAIN_1843,4
TRAIN_1844,0
TRAIN_1845,2
TRAIN_1846,1
TRAIN_1847,2
TRAIN_1848,3
TRAIN_1849,4
TRAIN_1850,2
TRAIN_1851,1
TRAIN_1852,3
TRAIN_1853,2
TRAIN_1854,4
TRAIN_1855,0
TRAIN_1856,4
TRAIN_1857,3
TRAIN_1858,1
TRAIN_1859,3
TRAIN_1860,2
TRAIN_1861,3
TRAIN_1862,3
TRAIN_1863,0
TRAIN_1864,0
TRAIN_1865,1
TRAIN_1866,1
TRAIN_1867,3
TRAIN_1868,3
TRAIN_1869,1
TRAIN_1870,3
TRAIN_1871,2
TRAIN_1872,0
TRAIN_1873,3
TRAIN_1874,0
TRAIN_1875,3
TRAIN_1876,3
TRAIN_1877,2
TRAIN_1878,4
TRAIN_1879,2
TRAIN_1880,4
TRAIN_1881,0
TRAIN_1882,1
TRAIN_1883,4
TRAIN_1884,3
TRAIN_1885,4
TRAIN_1886,0
TRAIN_1887,1
TRAIN_1888,2
TRAIN_1889,3
TRAIN_1890,4
TRAIN_1891,3
TRAIN_1892,3
TRAIN_1893,0
TRAIN_1894,3
TRAIN_1895,0
TRAIN_1896,3
TRAIN_1897,0
TRAIN_1898,2
TRAIN_1899,4
TRAIN_1900,4
TRAIN_1901,1
TRAIN_1902,2
TRAIN_1903,4
TRAIN_1904,1
TRAIN_1905,3
TRAIN_1906,1
TRAIN_1907,3
TRAIN_1908,4
TRAIN_1909,0
TRAIN_1910,0
TRAIN_1911,2
TRAIN_1912,2
TRAIN_1913,0
TRAIN_1914,1
TRAIN_1915,3
TRAIN_1916,3
TRAIN_1917,1
TRAIN_1918,2
TRAIN_1919,3
TRAIN_1920,4
TRAIN_1921,3
TRAIN_1922,2
TRAIN_1923,0
TRAIN_1924,1
TRAIN_1925,1
TRAIN_1926,2
TRAIN_1927,1
TRAIN_1928,1
TRAIN_1929,2
TRAIN_1930,4
TRAIN_1931,3
TRAIN_1932,0
TRAIN_1933,1
TRAIN_1934,1
TRAIN_1935,0
TRAIN_1936,2
TRAIN_1937,2
TRAIN_1938,4
TRAIN_1939,0
TRAIN_1940,4
TRAIN_1941,4
TRAIN_1942,4
TRAIN_1943,4
TRAIN_1944,3
TRAIN_1945,4
TRAIN_1946,0
TRAIN_1947,0
TRAIN_1948,2
TRAIN_1949,1
TRAIN_1950,3
TRAIN_1951,1
TRAIN_1952,1
TRAIN_1953,2
TRAIN_1954,4
TRAIN_1955,0
TRAIN_1956,1
TRAIN_1957,2
TRAIN_1958,2
TRAIN_1959,3
TRAIN_1960,0
TRAIN_1961,1
TRAIN_1962,1
TRAIN_1963,4
TRAIN_1964,4
TRAIN_1965,3
TRAIN_1966,1
TRAIN_1967,4
TRAIN_1968,2
TRAIN_1969,1
TRAIN_1970,3
TRAIN_1971,4
TRAIN_1972,3
TRAIN_1973,2
TRAIN_1974,0
TRAIN_1975,3
TRAIN_1976,0
TRAIN_1977,4
TRAIN_1978,3
TRAIN_1979,1
TRAIN_1980,4
TRAIN_1981,2
TRAIN_1982,0
TRAIN_1983,3
TRAIN_1984,3
TRAIN_1985,4
TRAIN_1986,2
TRAIN_1987,3
TRAIN_1988,3
TRAIN_1989,0
TRAIN_1990,0
TRAIN_1991,0
TRAIN_1992,3
TRAIN_1993,1
TRAIN_1994,0
TRAIN_1995,4
TRAIN_1996,4
TRAIN_1997,3
TRAIN_1998,2
TRAIN_1999,2
TRAIN_2000,0
TRAIN_2001,0
TRAIN_2002,1
TRAIN_2003,1
TRAIN_2004,1
TRAIN_2005,3
TRAIN_2006,0
TRAIN_2007,4
TRAIN_2008,0
TRAIN_2009,0
TRAIN_2010,4
TRAIN_2011,1
TRAIN_2012,4
TRAIN_2013,1
TRAIN_2014,1
TRAIN_2015,2
TRAIN_2016,4
TRAIN_2017,4
TRAIN_2018,1
TRAIN_2019,0
TRAIN_2020,0
TRAIN_2021,2
TRAIN_2022,2
TRAIN_2023,3
TRAIN_2024,3
TRAIN_2025,1
TRAIN_2026,2
TRAIN_2027,0
TRAIN_2028,2
TRAIN_2029,2
TRAIN_2030,2
TRAIN_2031,0
TRAIN_2032,4
TRAIN_2033,0
TRAIN_2034,4
TRAIN_2035,3
TRAIN_2036,4
TRAIN_2037,3
TRAIN_2038,2
TRAIN_2039,0
TRAIN_2040,1
TRAIN_2041,2
TRAIN_2042,3
TRAIN_2043,0
TRAIN_2044,4
TRAIN_2045,4
TRAIN_2046,1
TRAIN_2047,0
TRAIN_2048,0
TRAIN_2049,4
TRAIN_2050,4
TRAIN_2051,3
TRAIN_2052,3
TRAIN_2053,0
TRAIN_2054,0
TRAIN_2055,4
TRAIN_2056,2
TRAIN_2057,2
TRAIN_2058,3
TRAIN_2059,4
TRAIN_2060,1
TRAIN_2061,2
TRAIN_2062,3
TRAIN_2063,3
TRAIN_2064,1
TRAIN_2065,2
TRAIN_2066,4
TRAIN_2067,4
TRAIN_2068,2
TRAIN_2069,1
TRAIN_2070,4
TRAIN_2071,0
TRAIN_2072,3
TRAIN_2073,3
TRAIN_2074,0
TRAIN_2075,0
TRAIN_2076,0
TRAIN_2077,2
TRAIN_2078,1
TRAIN_2079,0
TRAIN_2080,3
TRAIN_2081,1
TRAIN_2082,4
TRAIN_2083,4
TRAIN_2084,0
TRAIN_2085,2
TRAIN_2086,0
TRAIN_2087,1
TRAIN_2088,2
TRAIN_2089,0
TRAIN_2090,4
TRAIN_2091,3
TRAIN_2092,1
TRAIN_2093,1
TRAIN_2094,1
TRAIN_2095,3
TRAIN_2096,1
TRAIN_2097,0
TRAIN_2098,1
TRAIN_2099,4
TRAIN_2100,1
TRAIN_2101,1
TRAIN_2102,4
TRAIN_2103,4
TRAIN_2104,4
TRAIN_2105,1
TRAIN_2106,1
TRAIN_2107,1
TRAIN_2108,1
TRAIN_2109,0
TRAIN_2110,0
TRAIN_2111,1
TRAIN_2112,0
TRAIN_2113,1
TRAIN_2114,3
TRAIN_2115,0
TRAIN_2116,0
TRAIN_2117,3
TRAIN_2118,1
TRAIN_2119,1
TRAIN_2120,3
TRAIN_2121,1
TRAIN_2122,1
TRAIN_2123,2
TRAIN_2124,3
TRAIN_2125,4
TRAIN_2126,4
TRAIN_2127,0
TRAIN_2128,0
TRAIN_2129,0
TRAIN_2130,2
TRAIN_2131,4
TRAIN_2132,0
TRAIN_2133,4
TRAIN_2134,0
TRAIN_2135,0
TRAIN_2136,4
TRAIN_2137,2
TRAIN_2138,1
TRAIN_2139,2
TRAIN_2140,2
TRAIN_2141,0
TRAIN_2142,0
TRAIN_2143,0
TRAIN_2144,1
TRAIN_2145,4
TRAIN_2146,3
TRAIN_2147,1
TRAIN_2148,1
TRAIN_2149,1
TRAIN_2150,4
TRAIN_2151,1
TRAIN_2152,4
TRAIN_2153,2
TRAIN_2154,0
TRAIN_2155,4
TRAIN_2156,0
TRAIN_2157,4
TRAIN_2158,1
TRAIN_2159,1
TRAIN_2160,4
TRAIN_2161,1
TRAIN_2162,3
TRAIN_2163,0
TRAIN_2164,4
TRAIN_2165,1
TRAIN_2166,3
TRAIN_2167,4
TRAIN_2168,1
TRAIN_2169,2
TRAIN_2170,4
TRAIN_2171,3
TRAIN_2172,2
TRAIN_2173,2
TRAIN_2174,1
TRAIN_2175,1
TRAIN_2176,0
TRAIN_2177,0
TRAIN_2178,3
TRAIN_2179,4
TRAIN_2180,0
TRAIN_2181,3
TRAIN_2182,2
TRAIN_2183,3
TRAIN_2184,0
TRAIN_2185,0
TRAIN_2186,0
TRAIN_2187,3
TRAIN_2188,3
TRAIN_2189,2
TRAIN_2190,4
TRAIN_2191,1
TRAIN_2192,4
TRAIN_2193,3
TRAIN_2194,3
TRAIN_2195,1
TRAIN_2196,3
TRAIN_2197,0
TRAIN_2198,0
TRAIN_2199,3
TRAIN_2200,4
TRAIN_2201,0
TRAIN_2202,2
TRAIN_2203,1
TRAIN_2204,1
TRAIN_2205,0
TRAIN_2206,1
TRAIN_2207,1
TRAIN_2208,0
TRAIN_2209,3
TRAIN_2210,3
TRAIN_2211,2
TRAIN_2212,2
TRAIN_2213,0
TRAIN_2214,4
TRAIN_2215,4
TRAIN_2216,3
TRAIN_2217,1
TRAIN_2218,3
TRAIN_2219,1
TRAIN_2220,1
TRAIN_2221,2
TRAIN_2222,4
TRAIN_2223,3
TRAIN_2224,1
TRAIN_2225,4
TRAIN_2226,0
TRAIN_2227,3
TRAIN_2228,4
TRAIN_2229,1
TRAIN_2230,0
TRAIN_2231,3
TRAIN_2232,0
TRAIN_2233,4
TRAIN_2234,4
TRAIN_2235,1
TRAIN_2236,3
TRAIN_2237,0
TRAIN_2238,3
TRAIN_2239,3
TRAIN_2240,0
TRAIN_2241,2
TRAIN_2242,1
TRAIN_2243,2
TRAIN_2244,3
TRAIN_2245,3
TRAIN_2246,1
TRAIN_2247,0
TRAIN_2248,3
TRAIN_2249,0
TRAIN_2250,2
TRAIN_2251,4
TRAIN_2252,2
TRAIN_2253,1
TRAIN_2254,1
TRAIN_2255,3
TRAIN_2256,3
TRAIN_2257,3
TRAIN_2258,2
TRAIN_2259,2
TRAIN_2260,4
TRAIN_2261,2
TRAIN_2262,4
TRAIN_2263,1
TRAIN_2264,0
TRAIN_2265,3
TRAIN_2266,0
TRAIN_2267,0
TRAIN_2268,4
TRAIN_2269,4
TRAIN_2270,4
TRAIN_2271,4
TRAIN_2272,0
TRAIN_2273,3
TRAIN_2274,4
TRAIN_2275,2
TRAIN_2276,4
TRAIN_2277,0
TRAIN_2278,2
TRAIN_2279,3
TRAIN_2280,3
TRAIN_2281,3
TRAIN_2282,0
TRAIN_2283,2
TRAIN_2284,3
TRAIN_2285,1
TRAIN_2286,2
TRAIN_2287,0
TRAIN_2288,1
TRAIN_2289,0
TRAIN_2290,2
TRAIN_2291,3
TRAIN_2292,3
TRAIN_2293,4
TRAIN_2294,4
TRAIN_2295,3
TRAIN_2296,3
TRAIN_2297,4
TRAIN_2298,2
TRAIN_2299,2
TRAIN_2300,0
TRAIN_2301,1
TRAIN_2302,3
TRAIN_2303,2
TRAIN_2304,3
TRAIN_2305,2
TRAIN_2306,1
TRAIN_2307,3
TRAIN_2308,3
TRAIN_2309,2
TRAIN_2310,3
TRAIN_2311,4
TRAIN_2312,4
TRAIN_2313,3
TRAIN_2314,3
TRAIN_2315,1
TRAIN_2316,4
TRAIN_2317,2
TRAIN_2318,4
TRAIN_2319,0
TRAIN_2320,1
TRAIN_2321,2
TRAIN_2322,1
TRAIN_2323,1
TRAIN_2324,2
TRAIN_2325,1
TRAIN_2326,1
TRAIN_2327,2
TRAIN_2328,4
TRAIN_2329,1
TRAIN_2330,3
TRAIN_2331,3
TRAIN_2332,0
TRAIN_2333,1
TRAIN_2334,1
TRAIN_2335,0
TRAIN_2336,4
TRAIN_2337,3
TRAIN_2338,3
TRAIN_2339,3
TRAIN_2340,0
TRAIN_2341,0
TRAIN_2342,2
TRAIN_2343,3
TRAIN_2344,4
TRAIN_2345,2
TRAIN_2346,3
TRAIN_2347,0
TRAIN_2348,4
TRAIN_2349,4
TRAIN_2350,1
TRAIN_2351,3
TRAIN_2352,0
TRAIN_2353,1
TRAIN_2354,2
TRAIN_2355,3
TRAIN_2356,4
TRAIN_2357,2
TRAIN_2358,1
TRAIN_2359,2
TRAIN_2360,0
TRAIN_2361,0
TRAIN_2362,0
TRAIN_2363,4
TRAIN_2364,1
TRAIN_2365,1
TRAIN_2366,4
TRAIN_2367,4
TRAIN_2368,4
TRAIN_2369,1
TRAIN_2370,1
TRAIN_2371,0
TRAIN_2372,1
TRAIN_2373,4
TRAIN_2374,1
TRAIN_2375,0
TRAIN_2376,2
TRAIN_2377,2
TRAIN_2378,3
TRAIN_2379,2
TRAIN_2380,0
TRAIN_2381,1
TRAIN_2382,0
TRAIN_2383,3
TRAIN_2384,4
TRAIN_2385,4
TRAIN_2386,1
TRAIN_2387,4
TRAIN_2388,4
TRAIN_2389,3
TRAIN_2390,2
TRAIN_2391,4
TRAIN_2392,0
TRAIN_2393,4
TRAIN_2394,3
TRAIN_2395,3
TRAIN_2396,4
TRAIN_2397,4
TRAIN_2398,3
TRAIN_2399,1
TRAIN_2400,1
TRAIN_2401,1
TRAIN_2402,1
TRAIN_2403,1
TRAIN_2404,2
TRAIN_2405,0
TRAIN_2406,0
TRAIN_2407,4
TRAIN_2408,1
TRAIN_2409,4
TRAIN_2410,2
TRAIN_2411,0
TRAIN_2412,0
TRAIN_2413,2
TRAIN_2414,1
TRAIN_2415,0
TRAIN_2416,2
TRAIN_2417,0
TRAIN_2418,2
TRAIN_2419,4
TRAIN_2420,1
TRAIN_2421,0
TRAIN_2422,2
TRAIN_2423,1
TRAIN_2424,2
TRAIN_2425,3
TRAIN_2426,3
TRAIN_2427,4
TRAIN_2428,0
TRAIN_2429,1
TRAIN_2430,3
TRAIN_2431,3
TRAIN_2432,3
TRAIN_2433,1
TRAIN_2434,1
TRAIN_2435,2
TRAIN_2436,2
TRAIN_2437,0
TRAIN_2438,1
TRAIN_2439,0
TRAIN_2440,3
TRAIN_2441,3
TRAIN_2442,0
TRAIN_2443,1
TRAIN_2444,3
TRAIN_2445,2
TRAIN_2446,0
TRAIN_2447,1
TRAIN_2448,0
TRAIN_2449,1
TRAIN_2450,1
TRAIN_2451,3
TRAIN_2452,2
TRAIN_2453,2
TRAIN_2454,4
TRAIN_2455,1
TRAIN_2456,4
TRAIN_2457,1
TRAIN_2458,0
TRAIN_2459,0
TRAIN_2460,2
TRAIN_2461,1
TRAIN_2462,4
TRAIN_2463,2
TRAIN_2464,2
TRAIN_2465,3
TRAIN_2466,4
TRAIN_2467,4
TRAIN_2468,2
TRAIN_2469,0
TRAIN_2470,1
TRAIN_2471,2
TRAIN_2472,4
TRAIN_2473,1
TRAIN_2474,2
TRAIN_2475,2
TRAIN_2476,4
TRAIN_2477,4
TRAIN_2478,1
TRAIN_2479,1
TRAIN_2480,2
TRAIN_2481,0
TRAIN_2482,3
TRAIN_2483,2
TRAIN_2484,1
TRAIN_2485,2
TRAIN_2486,3
TRAIN_2487,0
TRAIN_2488,1
TRAIN_2489,3
TRAIN_2490,2
TRAIN_2491,0
TRAIN_2492,0
TRAIN_2493,2
TRAIN_2494,0
TRAIN_2495,3
TRAIN_2496,2
TRAIN_2497,0
TRAIN_2498,2
TRAIN_2499,2
TRAIN_2500,4
TRAIN_2501,3
TRAIN_2502,1
TRAIN_2503,0
TRAIN_2504,1
TRAIN_2505,1
TRAIN_2506,1
TRAIN_2507,3
TRAIN_2508,3
TRAIN_2509,0
TRAIN_2510,0
TRAIN_2511,4
TRAIN_2512,4
TRAIN_2513,4
TRAIN_2514,2
TRAIN_2515,3
TRAIN_2516,4
TRAIN_2517,1
TRAIN_2518,2
TRAIN_2519,4
TRAIN_2520,4
TRAIN_2521,0
TRAIN_2522,0
TRAIN_2523,0
TRAIN_2524,1
TRAIN_2525,0
TRAIN_2526,4
TRAIN_2527,3
TRAIN_2528,2
TRAIN_2529,0
TRAIN_2530,2
TRAIN_2531,3
TRAIN_2532,3
TRAIN_2533,3
TRAIN_2534,3
TRAIN_2535,1
TRAIN_2536,2
TRAIN_2537,1
TRAIN_2538,3
TRAIN_2539,4
TRAIN_2540,0
TRAIN_2541,4
TRAIN_2542,3
