gene,n_rows_train,mutated_cell_rate_train,token_total_train,tokens_per_row_mean_train,tokens_per_row_median_train,tokens_per_row_p95_train,complex_token_fraction_train,n_rows_test,mutated_cell_rate_test,token_total_test,tokens_per_row_mean_test,tokens_per_row_median_test,tokens_per_row_p95_test,complex_token_fraction_test,mutated_cell_rate_diff,token_mean_ratio_test_over_train,complex_fraction_diff,token_total_ratio_test_over_train,abs_shift_score
RACGAP1,6201,0.006934365424931463,49,0.007901951298177712,0.0,0.0,0.02040816326530612,2546,0.01021209740769835,84,0.032992930086410056,0.0,0.0,0.047619047619047616,0.0032777319827668877,4.175288968690383,0.027210884353741496,1.7142857142857142,0.9812366127294972
TMEM176B,6201,0.006289308176100629,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.014139827179890024,79,0.031029065200314218,0.0,0.0,0.0379746835443038,0.007850519003789394,4.093856027811669,0.0379746835443038,1.6808510638297873,0.9807131350544595
CKAP4,6201,0.0077406869859700045,55,0.008869537171423964,0.0,0.0,0.0,2546,0.030243519245875882,80,0.031421838177533384,0.0,0.0,0.1375,0.02250283225990588,3.5426694279797184,0.1375,1.4545454545454546,0.9803704706920794
IL4R,6201,0.013223673601032092,84,0.013546202225447508,0.0,0.0,0.0,2546,0.025923016496465043,147,0.05773762765121759,0.0,0.0,0.0,0.01269934289543295,4.2622741555380985,0.0,1.75,0.9801154446108399
BPNT1,6201,0.003709079180777294,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.007462686567164179,46,0.018067556952081697,0.0,0.0,0.0,0.003753607386386885,4.309112333071484,0.0,1.7692307692307692,0.9800310791929173
IFNGR1,6201,0.006611836800516046,43,0.006934365424931463,0.0,0.0,0.0,2546,0.012175962293794187,68,0.02670856245090338,0.0,0.0,0.08823529411764706,0.005564125493278141,3.8516231571639965,0.08823529411764706,1.5813953488372092,0.9799655595905357
COG2,6201,0.007418158361554588,53,0.008547008547008548,0.0,0.0,0.0,2546,0.02749410840534171,84,0.032992930086410056,0.0,0.0,0.07142857142857142,0.020075950043787122,3.8601728201099763,0.07142857142857142,1.5849056603773586,0.9794313378859956
GREM1,6201,0.0024189646831156266,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.006284367635506678,30,0.01178318931657502,0.0,0.0,0.0,0.003865402952391051,4.29809158541657,0.0,1.7647058823529411,0.9780648998835034
MAPK10,6201,0.008869537171423964,59,0.009514594420254797,0.0,0.0,0.0,2546,0.018067556952081697,97,0.03809897879025923,0.0,0.0,0.05154639175257732,0.009198019780657733,4.0042672453965675,0.05154639175257732,1.6440677966101696,0.9778882285061161
MSH2,6201,0.010482180293501049,72,0.011611030478955007,0.0,0.0,0.0,2546,0.0204241948153967,97,0.03809897879025923,0.0,0.0,0.20618556701030927,0.009942014521895652,3.2812745483110763,0.20618556701030927,1.3472222222222223,0.9772311578962953
HDAC2,6201,0.0038703434929850023,25,0.004031607805192711,0.0,0.0,0.0,2546,0.01610369206598586,41,0.01610369206598586,0.0,0.0,0.04878048780487805,0.012233348573000857,3.9943597800471324,0.04878048780487805,1.64,0.9761758875409606
TRIB3,6201,0.005805515239477504,40,0.006450572488308337,0.0,0.0,0.0,2546,0.014532600157109192,70,0.02749410840534171,0.0,0.0,0.0,0.008727084917631689,4.2622741555380985,0.0,1.75,0.9761431866330386
TUBGCP2,6201,0.012578616352201259,86,0.013868730849862926,0.0,0.0,0.0,2546,0.02513747054202671,142,0.05577376276512176,0.0,0.0,0.04225352112676056,0.012558854189825452,4.0215477082153495,0.04225352112676056,1.6511627906976745,0.9754033893524394
EGR2,6201,0.009514594420254797,65,0.010482180293501049,0.0,0.0,0.0,2546,0.0204241948153967,97,0.03809897879025923,0.0,0.0,0.12371134020618557,0.010909600395141904,3.6346425765907306,0.12371134020618557,1.4923076923076923,0.9750328420816056
ILF2,6201,0.0035478148685695854,23,0.003709079180777294,0.0,0.0,0.0,2546,0.008248232521602514,35,0.013747054202670856,0.0,0.0,0.11428571428571428,0.004700417653032928,3.706325352641825,0.11428571428571428,1.5217391304347827,0.974746375002205
SEC14L2,6201,0.0038703434929850023,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.01021209740769835,42,0.016496465043205028,0.0,0.0,0.0,0.006341753914713349,4.262274155538099,0.0,1.75,0.9737578556301205
CALU,6201,0.0038703434929850023,28,0.004515400741815836,0.0,0.0,0.0,2546,0.01021209740769835,49,0.0192458758837392,0.0,0.0,0.0,0.006341753914713349,4.2622741555380985,0.0,1.75,0.9737578556301203
VPREB1,6201,0.003709079180777294,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.009819324430479183,42,0.016496465043205028,0.0,0.0,0.0,0.006110245249701889,4.262274155538099,0.0,1.75,0.9735263469651091
MNAT1,6201,0.0024189646831156266,15,0.0024189646831156266,0.0,0.0,0.0,2546,0.007855459544383346,25,0.009819324430479183,0.0,0.0,0.04,0.0054364948612677195,4.059308719560094,0.04,1.6666666666666667,0.9735191715800584
MRPS22,6201,0.004999193678438961,33,0.005321722302854378,0.0,0.0,0.0,2546,0.009426551453260016,54,0.021209740769835034,0.0,0.0,0.05555555555555555,0.004427357774821055,3.9855031064771835,0.05555555555555555,1.6363636363636365,0.9733700551593815
SORBS3,6201,0.006450572488308337,42,0.006773101112723754,0.0,0.0,0.0,2546,0.01767478397486253,73,0.028672427336999214,0.0,0.0,0.0,0.011224211486554194,4.233279093255526,0.0,1.7380952380952381,0.9731150902129736
LSM7,6201,0.0008063215610385422,5,0.0008063215610385422,0.0,0.0,0.2,2546,0.003142183817753339,8,0.003142183817753339,0.0,0.0,0.125,0.0023358622567147967,3.896936370777691,-0.07500000000000001,1.6,0.9727984608217496
BARD1,6201,0.009514594420254797,63,0.010159651669085631,0.0,0.0,0.0,2546,0.023959151610369208,109,0.04281225451688924,0.0,0.0,0.0,0.01444455719011441,4.213949051733812,0.0,1.7301587301587302,0.9726349206579524
PAIP1,6201,0.006773101112723754,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.011390416339355853,70,0.02749410840534171,0.0,0.0,0.12857142857142856,0.004617315226632099,3.627467366415403,0.12857142857142856,1.4893617021276595,0.9720512765805267
B3GAT3,6201,0.004515400741815836,29,0.004676665054023544,0.0,0.0,0.0,2546,0.009426551453260016,44,0.01728201099764336,0.0,0.0,0.11363636363636363,0.00491115071144418,3.69537069642712,0.11363636363636363,1.5172413793103448,0.9719773989067929
HLA-DQA1,6201,0.003386550556361877,25,0.004031607805192711,0.0,0.0,0.0,2546,0.016496465043205028,42,0.016496465043205028,0.0,0.0,0.023809523809523808,0.013109914486843151,4.091783189316575,0.023809523809523808,1.68,0.971400358836273
GLS2,6201,0.006611836800516046,43,0.006934365424931463,0.0,0.0,0.0,2546,0.014532600157109192,64,0.02513747054202671,0.0,0.0,0.125,0.007920763356593145,3.625057089095526,0.125,1.4883720930232558,0.9712622972730767
SLC30A10,6201,0.005644250927269795,36,0.005805515239477504,0.0,0.0,0.0,2546,0.018460329929300863,57,0.022388059701492536,0.0,0.0,0.07017543859649122,0.012816079002031067,3.856343283582089,0.07017543859649122,1.5833333333333333,0.9701300809623404
KLF10,6201,0.0059667795516852125,38,0.00612804386389292,0.0,0.0,0.0,2546,0.014532600157109192,66,0.025923016496465043,0.0,0.0,0.0,0.00856582060542398,4.230226981436309,0.0,1.736842105263158,0.9698733170727819
RPS12,6201,0.0006450572488308337,4,0.0006450572488308337,0.0,0.0,0.0,2546,0.0027494108405341712,7,0.0027494108405341712,0.0,0.0,0.0,0.0021043535917033376,4.2622741555380985,0.0,1.75,0.9695204553071103
CCL22,6201,0.0006450572488308337,4,0.0006450572488308337,0.0,0.0,0.0,2546,0.0027494108405341712,7,0.0027494108405341712,0.0,0.0,0.0,0.0021043535917033376,4.2622741555380985,0.0,1.75,0.9695204553071103
UBE2D3,6201,0.00306402193194646,20,0.0032252862441541686,0.0,0.0,0.0,2546,0.004713275726630008,31,0.012175962293794187,0.0,0.0,0.0967741935483871,0.001649253794683548,3.775157109190888,0.0967741935483871,1.55,0.9687031426228987
ALDH2,6201,0.007095629737139171,46,0.007418158361554588,0.0,0.0,0.0,2546,0.01767478397486253,77,0.030243519245875882,0.0,0.0,0.025974025974025976,0.010579154237723359,4.0769578879060075,0.025974025974025976,1.673913043478261,0.9681182409019448
RFC1,6201,0.013707466537655217,102,0.01644895984518626,0.0,0.0,0.0,2546,0.02788688138256088,154,0.060487038491751764,0.0,0.0,0.1038961038961039,0.014179414844905664,3.677256134189732,0.1038961038961039,1.5098039215686274,0.9676399800585402
PDCD1LG2,6201,0.002257700370907918,15,0.0024189646831156266,0.0,0.0,0.0,2546,0.01021209740769835,26,0.01021209740769835,0.0,0.0,0.0,0.007954397036790432,4.221681068342498,0.0,1.7333333333333334,0.9676266102702102
DNAJA1,6201,0.0027414933075310434,19,0.00306402193194646,0.0,0.0,0.0,2546,0.009033778476040848,33,0.012961508248232521,0.0,0.0,0.0,0.006292285168509805,4.230226981436309,0.0,1.736842105263158,0.9675997816358677
SUN2,6201,0.0075794226737622965,53,0.008547008547008548,0.0,0.0,0.0,2546,0.022388059701492536,91,0.03574234092694423,0.0,0.0,0.0,0.01480863702773024,4.1818538884524745,0.0,1.7169811320754718,0.9668243422342099
ALYREF,6201,0.002257700370907918,14,0.002257700370907918,0.0,0.0,0.0,2546,0.009033778476040848,23,0.009033778476040848,0.0,0.0,0.043478260869565216,0.00677607810513293,4.00131859499495,0.043478260869565216,1.6428571428571428,0.9668087550801004
B3GAT1,6201,0.008385744234800839,56,0.009030801483631673,0.0,0.0,0.0,2546,0.020031421838177535,94,0.036920659858601726,0.0,0.0,0.02127659574468085,0.011645677603376696,4.088303781842666,0.02127659574468085,1.6785714285714286,0.9667196225944663
AIFM3,6201,0.009353330108047089,61,0.009837123044670215,0.0,0.0,0.0,2546,0.020816967792615867,100,0.03927729772191673,0.0,0.0,0.04,0.011463637684568779,3.9927626749771417,0.04,1.639344262295082,0.9663058559646959
DYRK1A,6201,0.01128850185453959,82,0.013223673601032092,0.0,0.0,0.0,2546,0.0204241948153967,134,0.05263157894736842,0.0,0.0,0.04477611940298507,0.009135692960857112,3.9801026957637995,0.04477611940298507,1.6341463414634145,0.9662151442671525
NCOA7,6201,0.011127237542331882,74,0.011933559103370425,0.0,0.0,0.0,2546,0.0192458758837392,128,0.05027494108405342,0.0,0.0,0.0,0.008118638341407317,4.21290418462453,0.0,1.7297297297297298,0.9661085833149797
RAPGEF5,6201,0.0077406869859700045,62,0.009998387356877922,0.0,0.0,0.0,2546,0.025923016496465043,102,0.04006284367635507,0.0,0.0,0.029411764705882353,0.01818232951049504,4.006930542533513,0.029411764705882353,1.6451612903225807,0.9652699748356257
MPP1,6201,0.00612804386389292,40,0.006450572488308337,0.0,0.0,0.0,2546,0.01021209740769835,60,0.02356637863315004,0.0,0.0,0.11666666666666667,0.00408405354380543,3.6533778476040846,0.11666666666666667,1.5,0.9651969143749183
PUS1,6201,0.004999193678438961,33,0.005321722302854378,0.0,0.0,0.0,2546,0.012961508248232521,57,0.022388059701492536,0.0,0.0,0.0,0.007962314569793561,4.206919945725916,0.0,1.7272727272727273,0.9648036337159643
PMM2,6201,0.002580228995323335,16,0.002580228995323335,0.0,0.0,0.0,2546,0.009819324430479183,25,0.009819324430479183,0.0,0.0,0.08,0.007239095435155848,3.805601924587588,0.08,1.5625,0.9638742199174558
TTK,6201,0.011611030478955007,84,0.013546202225447508,0.0,0.0,0.0,2546,0.027101335428122545,115,0.045168892380204245,0.0,0.0,0.17391304347826086,0.015490304949167538,3.334432162495792,0.17391304347826086,1.369047619047619,0.9628467804765275
PEX6,6201,0.009514594420254797,60,0.009675858732462506,0.0,0.0,0.0,2546,0.02474469756480754,96,0.037706205813040065,0.0,0.0,0.052083333333333336,0.015230103144552743,3.8969363707776905,0.052083333333333336,1.6,0.9627760350429206
GMPPB,6201,0.002580228995323335,16,0.002580228995323335,0.0,0.0,0.0,2546,0.00864100549882168,25,0.009819324430479183,0.0,0.0,0.08,0.006060776503498346,3.805601924587588,0.08,1.5625,0.9626959009857983
BNIP3,6201,0.0027414933075310434,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.010997643362136685,28,0.010997643362136685,0.0,0.0,0.03571428571428571,0.008256150054605641,4.011552146388799,0.03571428571428571,1.6470588235294117,0.9625689319830599
HAGH,6201,0.0035478148685695854,22,0.0035478148685695854,0.0,0.0,0.0,2546,0.009033778476040848,38,0.014925373134328358,0.0,0.0,0.0,0.0054859636074712625,4.206919945725916,0.0,1.7272727272727273,0.962327282753642
CD28,6201,0.0038703434929850023,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.007462686567164179,45,0.01767478397486253,0.0,0.0,0.0,0.0035923430741791767,4.215435978004713,0.0,1.7307692307692308,0.9620678482405423
APAF1,6201,0.012739880664408966,91,0.014675052410901468,0.0,0.0,0.0,2546,0.02199528672427337,130,0.05106048703849175,0.0,0.0,0.14615384615384616,0.009255406059864404,3.479407473908652,0.14615384615384616,1.4285714285714286,0.9617528490452485
PRMT2,6201,0.0043541364296081275,27,0.0043541364296081275,0.0,0.0,0.0,2546,0.015318146111547526,45,0.01767478397486253,0.0,0.0,0.022222222222222223,0.010964009681939398,4.059308719560095,0.022222222222222223,1.6666666666666667,0.9612689086229526
CCSER2,6201,0.009192065795839382,60,0.009675858732462506,0.0,0.0,0.0,2546,0.02199528672427337,100,0.03927729772191673,0.0,0.0,0.02,0.012803220928433988,4.059308719560094,0.02,1.6666666666666667,0.9608858976472248
ABCB9,6201,0.006289308176100629,46,0.007418158361554588,0.0,0.0,0.0,2546,0.022388059701492536,77,0.030243519245875882,0.0,0.0,0.012987012987012988,0.016098751525391905,4.0769578879060075,0.012987012987012988,1.673913043478261,0.9606508252026003
APBB2,6201,0.009353330108047089,60,0.009675858732462506,0.0,0.0,0.0,2546,0.019638648860958365,99,0.038884524744697564,0.0,0.0,0.030303030303030304,0.010285318752911277,4.0187156323644935,0.030303030303030304,1.65,0.9606152193378118
TOB1,6201,0.004515400741815836,30,0.004837929366231253,0.0,0.0,0.0,2546,0.012175962293794187,49,0.0192458758837392,0.0,0.0,0.04081632653061224,0.007660561551978351,3.978122545168892,0.04081632653061224,1.6333333333333333,0.9603825285151625
KLRD1,6201,0.0027414933075310434,22,0.0035478148685695854,0.0,0.0,0.0,2546,0.00589159465828751,38,0.014925373134328358,0.0,0.0,0.0,0.003150101350756466,4.206919945725916,0.0,1.7272727272727273,0.9599914204969272
INSIG1,6201,0.003709079180777294,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.01021209740769835,40,0.015710919088766692,0.0,0.0,0.025,0.006503018226921057,4.059308719560094,0.025,1.6666666666666667,0.9595856949457118
FKBP2,6201,0.001451378809869376,11,0.0017739074342847927,0.0,0.0,0.0,2546,0.003534956794972506,19,0.007462686567164179,0.0,0.0,0.0,0.00208357798510313,4.206919945725916,0.0,1.7272727272727273,0.9589248971312739
FBXO7,6201,0.007901951298177712,54,0.008708272859216255,0.0,0.0,0.0,2546,0.012961508248232521,71,0.02788688138256088,0.0,0.0,0.2112676056338028,0.005059556950054809,3.2023435454307414,0.2112676056338028,1.3148148148148149,0.9588223387036897
NDUFV1,6201,0.005482986615062087,35,0.005644250927269795,0.0,0.0,0.0,2546,0.01335428122545169,60,0.02356637863315004,0.0,0.0,0.0,0.007871294610389603,4.175288968690383,0.0,1.7142857142857142,0.9586192910033785
TUBB2B,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.016889238020424194,43,0.016889238020424194,0.0,0.0,0.023255813953488372,0.012857630215231484,4.02808326787117,0.023255813953488372,1.6538461538461537,0.9580051150332126
NCSTN,6201,0.009998387356877922,67,0.010804708917916465,0.0,0.0,0.0,2546,0.016889238020424194,97,0.03809897879025923,0.0,0.0,0.13402061855670103,0.006890850663546272,3.5261457832596643,0.13402061855670103,1.4477611940298507,0.9576350455295933
CAPN9,6201,0.009030801483631673,67,0.010804708917916465,0.0,0.0,0.014925373134328358,2546,0.021209740769835034,112,0.04399057344854674,0.0,0.0,0.0,0.012178939286203361,4.0714260590214675,-0.014925373134328358,1.671641791044776,0.9575791838823028
GAMT,6201,0.002257700370907918,14,0.002257700370907918,0.0,0.0,0.0,2546,0.009033778476040848,24,0.009426551453260016,0.0,0.0,0.0,0.00677607810513293,4.175288968690383,0.0,1.7142857142857142,0.9575240744981218
RHBDF2,6201,0.008547008547008548,55,0.008869537171423964,0.0,0.0,0.0,2546,0.021602513747054203,91,0.03574234092694423,0.0,0.0,0.02197802197802198,0.013055505200045656,4.02978647432693,0.02197802197802198,1.6545454545454545,0.9572638793967032
EBP,6201,0.0020964360587002098,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.008248232521602514,21,0.008248232521602514,0.0,0.0,0.047619047619047616,0.006151796462902304,3.934406912804399,0.047619047619047616,1.6153846153846154,0.9568561494090706
NCR1,6201,0.010965973230124174,71,0.011449766166747298,0.0,0.0,0.0,2546,0.012961508248232521,75,0.02945797329143755,0.0,0.0,0.37333333333333335,0.001995535018108348,2.5728013011296373,0.37333333333333335,1.056338028169014,0.9555316540716412
TNRC6B,6201,0.020158039025963553,140,0.02257700370907918,0.0,0.0,0.0,2546,0.0396700706991359,190,0.07462686567164178,0.0,0.0,0.16842105263157894,0.019512031673172343,3.3054371002132195,0.16842105263157894,1.3571428571428572,0.9546645696209323
COX6C,6201,0.001128850185453959,7,0.001128850185453959,0.0,0.0,0.0,2546,0.004713275726630008,12,0.004713275726630008,0.0,0.0,0.0,0.003584425541176049,4.175288968690383,0.0,1.7142857142857142,0.9543324219341649
MPC2,6201,0.001128850185453959,7,0.001128850185453959,0.0,0.0,0.0,2546,0.004713275726630008,12,0.004713275726630008,0.0,0.0,0.0,0.003584425541176049,4.175288968690383,0.0,1.7142857142857142,0.9543324219341649
NKX3-1,6201,0.003709079180777294,23,0.003709079180777294,0.0,0.0,0.0,2546,0.010604870384917517,38,0.014925373134328358,0.0,0.0,0.02631578947368421,0.006895791204140223,4.024010382868267,0.02631578947368421,1.6521739130434783,0.9542928959353569
PRKACA,6201,0.006450572488308337,41,0.006611836800516046,0.0,0.0,0.0,2546,0.012568735271013355,70,0.02749410840534171,0.0,0.0,0.0,0.006118162782705018,4.158316249305462,0.0,1.7073170731707317,0.9535812001919666
PDK1,6201,0.003709079180777294,23,0.003709079180777294,0.0,0.0,0.0,2546,0.009819324430479183,38,0.014925373134328358,0.0,0.0,0.02631578947368421,0.006110245249701889,4.024010382868267,0.02631578947368421,1.6521739130434783,0.9535073499809186
SLC2A6,6201,0.005805515239477504,38,0.00612804386389292,0.0,0.0,0.0,2546,0.022780832678711706,64,0.02513747054202671,0.0,0.0,0.0,0.0169753174392342,4.102038285029148,0.0,1.6842105263157894,0.9534682604964987
TPD52L1,6201,0.0032252862441541686,21,0.003386550556361877,0.0,0.0,0.0,2546,0.0054988216810683424,36,0.014139827179890024,0.0,0.0,0.0,0.002273535436914174,4.175288968690383,0.0,1.7142857142857142,0.9530215318299031
YBX2,6201,0.005482986615062087,36,0.005805515239477504,0.0,0.0,0.0,2546,0.022780832678711706,58,0.022780832678711706,0.0,0.0,0.034482758620689655,0.01729784606364962,3.9239984289080914,0.034482758620689655,1.6111111111111112,0.9527543133783316
PYCR1,6201,0.0038703434929850023,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.008248232521602514,41,0.01610369206598586,0.0,0.0,0.0,0.004377889028617512,4.160791437549096,0.0,1.7083333333333333,0.9523206555707106
MGLL,6201,0.003709079180777294,24,0.0038703434929850023,0.0,0.0,0.0,2546,0.007855459544383346,41,0.01610369206598586,0.0,0.0,0.0,0.004146380363606052,4.160791437549096,0.0,1.7083333333333333,0.9520891469056991
SHH,6201,0.005482986615062087,35,0.005644250927269795,0.0,0.0,0.0,2546,0.020031421838177535,59,0.023173605655930872,0.0,0.0,0.0,0.014548435223115448,4.10570081921221,0.0,1.6857142857142857,0.9517589778002791
CXCR3,6201,0.004515400741815836,30,0.004837929366231253,0.0,0.0,0.0,2546,0.012175962293794187,51,0.020031421838177535,0.0,0.0,0.0,0.007660561551978351,4.140494893951296,0.0,1.7,0.9516627386941108
ITPA,6201,0.002580228995323335,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.006677140612725845,29,0.011390416339355853,0.0,0.0,0.0,0.004096911617402509,4.154821865902685,0.0,1.7058823529411764,0.9508822923333348
LHX2,6201,0.004837929366231253,36,0.005805515239477504,0.0,0.0,0.0,2546,0.023173605655930872,59,0.023173605655930872,0.0,0.0,0.01694915254237288,0.01833567628969962,3.9916535742340926,0.01694915254237288,1.6388888888888888,0.9499048807441461
GFRA1,6201,0.011127237542331882,76,0.01225608772778584,0.0,0.0,0.0,2546,0.022388059701492536,127,0.04988216810683425,0.0,0.0,0.007874015748031496,0.011260822159160654,4.069991110927358,0.007874015748031496,1.6710526315789473,0.9493267216800361
NDUFA7,6201,0.001451378809869376,9,0.001451378809869376,0.0,0.0,0.0,2546,0.0054988216810683424,14,0.0054988216810683424,0.0,0.0,0.07142857142857142,0.004047442871198966,3.788688138256088,0.07142857142857142,1.5555555555555556,0.9485853325489008
IGFBP6,6201,0.0019351717464925011,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.00864100549882168,22,0.00864100549882168,0.0,0.0,0.0,0.0067058337523291794,4.121759622937941,0.0,1.6923076923076923,0.9470567095556758
GPR132,6201,0.005321722302854378,40,0.006450572488308337,0.0,0.0,0.0,2546,0.013747054202670856,65,0.025530243519245877,0.0,0.0,0.03076923076923077,0.008425331899816478,3.957826001571092,0.03076923076923077,1.625,0.9470147206268664
MAP4K2,6201,0.007095629737139171,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.023173605655930872,76,0.029850746268656716,0.0,0.0,0.02631578947368421,0.0160779759187917,3.9383931406795805,0.02631578947368421,1.6170212765957446,0.9462865879528435
LTB,6201,0.0019351717464925011,12,0.0019351717464925011,0.0,0.0,0.0,2546,0.007069913589945012,19,0.007462686567164179,0.0,0.0,0.05263157894736842,0.005134741843452511,3.8563432835820897,0.05263157894736842,1.5833333333333333,0.944904884154639
PGD,6201,0.0075794226737622965,53,0.008547008547008548,0.0,0.0,0.0,2546,0.01335428122545169,87,0.034171249018067555,0.0,0.0,0.022988505747126436,0.005774858551689393,3.9980361351139035,0.022988505747126436,1.6415094339622642,0.944661246040242
UNC119,6201,0.0020964360587002098,13,0.0020964360587002098,0.0,0.0,0.0,2546,0.006284367635506678,22,0.00864100549882168,0.0,0.0,0.0,0.004187931576806468,4.121759622937941,0.0,1.6923076923076923,0.9445388073801531
MVK,6201,0.0043541364296081275,28,0.004515400741815836,0.0,0.0,0.0,2546,0.014532600157109192,47,0.018460329929300863,0.0,0.0,0.0,0.010178463727501065,4.088303781842666,0.0,1.6785714285714286,0.9439758129739099
ECM1,6201,0.0077406869859700045,55,0.008869537171423964,0.0,0.0,0.0,2546,0.019638648860958365,92,0.03613511390416339,0.0,0.0,0.0,0.011897961874988362,4.074069842176677,0.0,1.6727272727272726,0.9428940071149164
MFAP5,6201,0.0038703434929850023,31,0.004999193678438961,0.0,0.0,0.0,2546,0.007462686567164179,47,0.018460329929300863,0.0,0.0,0.0851063829787234,0.0035923430741791767,3.692661480374021,0.0851063829787234,1.5161290322580645,0.941551446819245
SLAMF7,6201,0.0059667795516852125,42,0.006773101112723754,0.0,0.0,0.023809523809523808,2546,0.009426551453260016,65,0.025530243519245877,0.0,0.0,0.09230769230769231,0.003459771901574804,3.7693580967343734,0.0684981684981685,1.5476190476190477,0.9410224847693442
NAP1L1,6201,0.0035478148685695854,22,0.0035478148685695854,0.0,0.0,0.0,2546,0.009033778476040848,37,0.014532600157109192,0.0,0.0,0.0,0.0054859636074712625,4.09621152610155,0.0,1.6818181818181819,0.9408362087176299
STIL,6201,0.013546202225447508,106,0.017094017094017096,0.0,0.0,0.0,2546,0.025530243519245877,169,0.06637863315003928,0.0,0.0,0.03550295857988166,0.011984041293798368,3.8831500392772975,0.03550295857988166,1.5943396226415094,0.9401303307852765
AK3,6201,0.002580228995323335,16,0.002580228995323335,0.0,0.0,0.0,2546,0.00432050274941084,27,0.010604870384917517,0.0,0.0,0.0,0.0017402737540875052,4.110050078554595,0.0,1.6875,0.9398022974702659
PGAM1,6201,0.0027414933075310434,17,0.0027414933075310434,0.0,0.0,0.0,2546,0.00589159465828751,26,0.01021209740769835,0.0,0.0,0.07692307692307693,0.003150101350756466,3.725012707361028,0.07692307692307693,1.5294117647058822,0.9397962480445552
CRTAM,6201,0.00612804386389292,42,0.006773101112723754,0.0,0.0,0.0,2546,0.01767478397486253,70,0.02749410840534171,0.0,0.0,0.0,0.01154674011096961,4.059308719560094,0.0,1.6666666666666667,0.9396294168297603
ELOVL5,6201,0.003386550556361877,23,0.003709079180777294,0.0,0.0,0.0,2546,0.009426551453260016,36,0.014139827179890024,0.0,0.0,0.05555555555555555,0.006040000896898139,3.812220362717306,0.05555555555555555,1.565217391304348,0.9396069673698141
DPP4,6201,0.011449766166747298,84,0.013546202225447508,0.0,0.0,0.0,2546,0.016889238020424194,122,0.047918303220738416,0.0,0.0,0.11475409836065574,0.005439471853676896,3.5373975984737966,0.11475409836065574,1.4523809523809523,0.9394000211612329
SLC30A3,6201,0.007095629737139171,47,0.0075794226737622965,0.0,0.0,0.0,2546,0.012961508248232521,75,0.02945797329143755,0.0,0.0,0.04,0.0058658785110933505,3.886572178302218,0.04,1.5957446808510638,0.9392097696000763
IQGAP2,6201,0.01967424608934043,159,0.02564102564102564,0.0,0.0,0.0,2546,0.03534956794972506,228,0.08955223880597014,0.0,0.0,0.11403508771929824,0.01567532186038463,3.4925373134328357,0.11403508771929824,1.4339622641509433,0.9389808743776473
ARHGAP4,6201,0.008869537171423964,61,0.009837123044670215,0.0,0.0,0.0,2546,0.02474469756480754,101,0.0396700706991359,0.0,0.0,0.0,0.015875160393383575,4.0326903017269125,0.0,1.6557377049180328,0.938682672201098
CENPA,6201,0.002257700370907918,14,0.002257700370907918,0.0,0.0,0.07142857142857142,2546,0.00589159465828751,20,0.007855459544383346,0.0,0.0,0.2,0.0036338942873795914,3.479407473908652,0.1285714285714286,1.4285714285714286,0.938548919690346
ITSN1,6201,0.02064183196258668,162,0.026124818577648767,0.0,0.0,0.0,2546,0.04359780047132757,243,0.09544383346425767,0.0,0.0,0.06995884773662552,0.022955968508740893,3.653377847604085,0.06995884773662552,1.5,0.9373610104098127
PAK4,6201,0.006934365424931463,49,0.007901951298177712,0.0,0.0,0.0,2546,0.019638648860958365,80,0.031421838177533384,0.0,0.0,0.0125,0.012704283436026902,3.976465684467031,0.0125,1.6326530612244898,0.9367770400407719
CDK7,6201,0.0035478148685695854,23,0.003709079180777294,0.0,0.0,0.0,2546,0.006284367635506678,36,0.014139827179890024,0.0,0.0,0.05555555555555555,0.002736552766937092,3.812220362717306,0.05555555555555555,1.565217391304348,0.936303519239853
BCKDHB,6201,0.004031607805192711,26,0.0041928721174004195,0.0,0.0,0.0,2546,0.008248232521602514,35,0.013747054202670856,0.0,0.0,0.17142857142857143,0.004216624716409803,3.278672427336999,0.17142857142857143,1.3461538461538463,0.9361407965340726
IFNAR2,6201,0.004999193678438961,37,0.0059667795516852125,0.0,0.0,0.0,2546,0.018853102906520033,53,0.020816967792615867,0.0,0.0,0.11320754716981132,0.013853909228081072,3.488811277892189,0.11320754716981132,1.4324324324324325,0.9355021937408927
TNFRSF12A,6201,0.0008063215610385422,5,0.0008063215610385422,0.0,0.0,0.0,2546,0.0027494108405341712,7,0.0027494108405341712,0.0,0.0,0.14285714285714285,0.0019430892794956292,3.409819324430479,0.14285714285714285,1.4,0.935486770679276
